2020-08-31 11:52:19,338 [main] INFO  [c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor] EnableEncryptablePropertiesBeanFactoryPostProcessor.java:50 - Post-processing PropertySource instances
2020-08-31 13:37:47,547 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:37:47,547 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:37:47,548 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:37:47,549 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:37:47,550 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:37:47,731 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:37:47,731 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:37:47,732 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:37:47,732 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:37:47,733 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:37:49,077 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:37:49,078 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:37:49,079 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:37:49,079 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:37:49,080 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:37:49,204 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:37:49,205 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:37:49,206 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:37:49,206 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:37:49,207 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:02,047 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:02,048 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:02,049 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:02,049 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:02,050 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:02,202 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:02,202 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:02,204 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:02,204 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:02,205 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:04,722 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:04,723 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:04,724 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:04,724 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:04,725 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:04,851 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:04,852 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:04,853 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:04,853 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:04,853 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:05,437 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:05,437 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:05,439 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:05,439 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:05,440 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:38:05,579 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:38:05,579 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:38:05,580 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:38:05,581 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:38:05,582 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:39:08,393 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:39:08,394 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:39:08,395 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:39:08,395 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:39:08,396 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:39:09,061 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:39:09,061 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:39:09,062 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:39:09,062 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:39:09,063 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:39:09,629 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:39:09,630 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:39:09,631 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:39:09,631 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:39:09,632 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:39:09,777 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 13:39:09,778 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 13:39:09,779 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 13:39:09,779 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 13:39:09,780 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 13:39:14,472 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 13:39:14,472 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 13:39:14,473 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 13:39:14,475 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 13:39:14,475 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 13:39:14,477 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 13:39:14,477 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 13:39:14,477 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 13:39:14,478 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 13:39:17,190 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 13:39:17,190 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 13:39:17,191 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 13:39:17,193 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 13:39:17,193 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 13:39:17,194 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 13:39:17,195 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 13:39:17,195 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 13:39:17,196 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 13:39:17,316 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 13:39:17,317 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 13:39:17,318 [XNIO-1 task-2] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
